Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d8c0bbed4a09c0820a685c5fbb345b9f27e1b9bdf59f60aff479116813324437,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
715a3fabad06b6b7cfda5f210240f3322aa5460f292fbddc4fd58b35b7c724ab,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.528973,51.481059,On or near YALLAND CLOSE,E01014590,Bristol 013C,Unable to prosecute suspect
62e462bc81f28e21e5db70003439ffb7628e9fcbc71286c525932bd1d5f7a2e4,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.778272,51.170841,On or near CHURCH LANE,E01029054,Mendip 012B,Unable to prosecute suspect
9544ea53a35cd38ed2026afbfd82750b6265575d985d98c9d3d748d512a3aec2,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
9544ea53a35cd38ed2026afbfd82750b6265575d985d98c9d3d748d512a3aec2,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
6180515039bb24efefab02b6623d391911429ca6001b6d003a187f8db34d9c4a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.508796,51.467975,On or near WESLEY HILL,E01014924,South Gloucestershire 026C,Unable to prosecute suspect
ebf43a80a7a7453049e019e208bc8b539bfc37d6189e624240de8affcf05bb5a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.394998,51.539968,On or near BARNHILL ROAD,E01014888,South Gloucestershire 008C,Investigation complete; no suspect identified
c86613b2a41826a6098b46f1ded8b7f3091788d4e56141e167ab69472424ae23,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590177,51.453414,On or near BATH STREET,E01033355,Bristol 054C,Unable to prosecute suspect
4dfb703dd04198c743e5b05a9c2b5f53b5265d90ccffada5ce4559d11e0852dd,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.648569,50.951493,On or near RAGLAN TERRACE,E01029247,South Somerset 013C,Unable to prosecute suspect
ae7e4cf8a245584522a753dfae996382b51f2ae2c9975a7674fef7dd63af01ea,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.984133,51.355391,On or near SHRUBBERY AVENUE,E01014842,North Somerset 018B,Offender given a caution
ae7e4cf8a245584522a753dfae996382b51f2ae2c9975a7674fef7dd63af01ea,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.984133,51.355391,On or near SHRUBBERY AVENUE,E01014842,North Somerset 018B,Offender given a caution
911060179f6537d3a729458103f179a53a2154edd0162781306a4656686b1afa,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.014107,51.190157,On or near STRETCHOLT LANE,E01029135,Sedgemoor 006A,Unable to prosecute suspect
f26199b5fe22bf1a387eb6c689316f322bbf657cd56ec3081ca366ea1ae006ff,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.519491,51.486811,On or near ELLA CLOSE,E01014589,Bristol 013B,Unable to prosecute suspect
3c9888601c10b1b5f9cef6630f072e9e158546cb34b9b77ed2670ba1390e1fcc,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.386843,51.379028,On or near KING GEORGE'S ROAD,E01014474,Bath and North East Somerset 013B,Unable to prosecute suspect
a8f3b823fc9b68318944181cd5d7a2464ff26141c9e9bec61efa9b153a686c3c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.716688,51.150076,On or near ST EDMUND'S ROAD,E01029050,Mendip 011D,Suspect charged
a8f3b823fc9b68318944181cd5d7a2464ff26141c9e9bec61efa9b153a686c3c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.716688,51.150076,On or near ST EDMUND'S ROAD,E01029050,Mendip 011D,Suspect charged
f1dadf09e374e2199ceb28c49ad00e4b98c31a2bdd3cda2748582a232775f98b,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.609325,51.407422,On or near MURFORD WALK,E01014596,Bristol 051C,Unable to prosecute suspect
1220e945da054a1f1398d2d534cccea4897662a43440d2831229e32a9f04715d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.586699,51.486287,On or near CHURCHWAYS CRESCENT,E01014637,Bristol 010C,Suspect charged
1220e945da054a1f1398d2d534cccea4897662a43440d2831229e32a9f04715d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.586699,51.486287,On or near CHURCHWAYS CRESCENT,E01014637,Bristol 010C,Suspect charged
79a0ce542f36daf3d6cb56a568109d323199bfe0a40fbd580d8ff9fe90e9c5d9,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.551153,51.428823,On or near PRESTWICK CLOSE,E01014536,Bristol 043D,Unable to prosecute suspect
c26c856e4d744d1387347806e4b2897d157e8c854673f13f197af248d01a685d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.910298,50.928703,On or near Sports/Recreation Area,E01029193,South Somerset 019A,Unable to prosecute suspect
b58410d498709e436190821a3c612bd06e488c649fbb61d9ba6d4c215a5e6421,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
a012f8082a487efa6dcdb9a4f0abe61c8daaf7a3061131b949eb2223223c1cc7,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
83e7094c772e07b50325473a554564c76cc44daea949ae5c44722d28802ee8fb,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
27dce7c6330d47fc7ec4c9c7c772a74390616b98e396f2deff22540dfd95f019,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
27dce7c6330d47fc7ec4c9c7c772a74390616b98e396f2deff22540dfd95f019,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
64d6ff08173704d3a94ea2336586484e48ebe6919985bd3d741cac709b3e38c1,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590600,51.474983,On or near BOLTON ROAD,E01014671,Bristol 020F,Investigation complete; no suspect identified
8ff977d1f9199214ae6f0ee85f8d52f47797b72bd00c357726651073fb862729,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
d3b3123358645e135c8d781b41234c673b24dfc5468c534f54a44542a01dd45d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.612139,51.243342,On or near BRISTOL ROAD,E01029056,Mendip 006B,Formal action is not in the public interest
051b071b1f67f6d4d0103ba43803e5591dfaa2eaeb4d115e0608b03515cc5e3e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
0edf8d67b5c1a94b7035d74122a47e035fbc6376b59642981550b595568dbe62,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.977938,51.345714,On or near UNION STREET,E01014801,North Somerset 020C,Suspect charged
6129d408d03196aad9b9c9df39e0033a6eb83e52088ecbd9e411fbe386a1a246,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.977938,51.345714,On or near UNION STREET,E01014801,North Somerset 020C,Suspect charged
aed9f84cffb741e5de6516c9609cb92553e4f78581f9cb219a4c5d241ac22203,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
fd35ba94a4695b722c8e59db60d2c225a13b15210dde59a896bddb00c895aa68,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.463776,51.287132,On or near JUBILEE ROAD,E01014469,Bath and North East Somerset 026A,Offender given a caution
fd35ba94a4695b722c8e59db60d2c225a13b15210dde59a896bddb00c895aa68,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.463776,51.287132,On or near JUBILEE ROAD,E01014469,Bath and North East Somerset 026A,Offender given a caution
200fa7bfe96d917b7609bf6bccf31935fa6d1374c6c27545c1056f2ea9639300,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.581582,51.463303,On or near HALSTON DRIVE,E01033366,Bristol 023H,Unable to prosecute suspect
f3707621c2c5a4d336b5f319f0fc758d674ff2f947e8b49a4fcc6e15666fd1fc,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.581582,51.463303,On or near HALSTON DRIVE,E01033366,Bristol 023H,Unable to prosecute suspect
fcf58982296003e6f65f0ae64761f5e3e8381a9232cabd8b574307889a43f3a1,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
6000874267709d6ffd98a8403d2a3b4d7e84cd6592a2e6fbc4404c64f9a4e979,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.676505,51.488860,On or near PEMBROKE ROAD,E01014495,Bristol 008D,Further investigation is not in the public interest
7c5ad4a86194a97956c5de50d007a469aa8adbb21bc8c69d87c30b2f065a6b17,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.392367,51.396580,On or near HIGH STREET,E01014480,Bath and North East Somerset 005D,Unable to prosecute suspect
738f25a1228f6dcd388ebcf82ce2f28954542c8cea76614c091923ae4ab21685,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.413828,51.048868,On or near A303,E01029228,South Somerset 005C,Suspect charged
6ba35b0c015b3736217310fcf1b1461c878184a2dfd2f659f3acc82682b790a8,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Formal action is not in the public interest
6fd06265fcb3b11debbd45939322a3a2a3b5b16eb2b4d479c67fb124ed585ace,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.624924,51.404265,On or near REDFORD WALK,E01014516,Bristol 050B,Unable to prosecute suspect
b46ee3941e8827d0bb114a096896e1d803bf8b3b95fd85af4e23bb313564b0b3,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.388037,51.380994,On or near FIELDING'S ROAD,E01014475,Bath and North East Somerset 013C,Unable to prosecute suspect
1f1269c6740b85b979bd1a01c3114180df0690e3cd72fdb526cef71ab178ab77,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.086459,51.021493,On or near WHEATLEY CRESCENT,E01029292,Taunton Deane 009D,Unable to prosecute suspect
378a159a35ad70601fbc9918c724d3ecc0c5d4f42f0c7dbe6b11c0391d627240,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.560508,51.448030,On or near Parking Area,E01014658,Bristol 056B,Unable to prosecute suspect
5d1f6c48b90f602326da597cf6750e1782d81a5c8314623c7407c896ad0c20cf,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.560508,51.448030,On or near Parking Area,E01014658,Bristol 056B,Unable to prosecute suspect
be8dce867327491e85b69126438e27a17b1115f98325080f182157517cb1a879,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.099287,51.014700,On or near EAST STREET,E01029284,Taunton Deane 010B,Local resolution
be8dce867327491e85b69126438e27a17b1115f98325080f182157517cb1a879,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.099287,51.014700,On or near EAST STREET,E01029284,Taunton Deane 010B,Local resolution
d1b36ee314b0bedfea5f2549793e5323299d0f75437dba083a187782a5024f28,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.603009,51.454113,On or near HILL STREET,E01033344,Bristol 032E,Suspect charged
d1b36ee314b0bedfea5f2549793e5323299d0f75437dba083a187782a5024f28,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.603009,51.454113,On or near HILL STREET,E01033344,Bristol 032E,Suspect charged
f5a3d887084f6008081e3c9a793efc528fb8e12ff7e53d438cd098392aca3dff,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.603009,51.454113,On or near HILL STREET,E01033344,Bristol 032E,Suspect charged
f5a3d887084f6008081e3c9a793efc528fb8e12ff7e53d438cd098392aca3dff,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.603009,51.454113,On or near HILL STREET,E01033344,Bristol 032E,Suspect charged
e34703fb2ae76b34c66f16db123f9ed9beb995a25312e796ad0f01821258fd72,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.470588,51.198366,On or near MEADOW TERRACE,E01029324,West Somerset 001B,Unable to prosecute suspect
ec8ccd14d0a9b1eea3bc4a6850e1c7606e52fc5bf8f790c77cd92f59f066d757,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.013476,51.115068,On or near ASHFORD CLOSE,E01029099,Sedgemoor 013C,Unable to prosecute suspect
18ef7f18a1a16cd15f9597e128559d1d63f57572b84f5e4df4e98fdcf6b30b52,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.003506,51.136259,On or near WARREN CLOSE,E01029110,Sedgemoor 009C,Unable to prosecute suspect
a234cf678663dcbfba2d7aa1449303378029103854280c155d2bcb8a9828c0fa,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.962952,51.332880,On or near BAILDON ROAD,E01014832,North Somerset 021D,Investigation complete; no suspect identified
3c04b8ac21fbed4ee7b30e348a35de47f1f1ee8322cdfdb419723fe32caa55b4,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.676716,51.477817,On or near PERRETT WAY,E01014787,North Somerset 004D,Unable to prosecute suspect
513824d67409f137111c6d78c7f4e2850f3025944b1cb0055b0ae3afe213a89f,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.415994,51.002362,On or near SCHOOL LANE,E01029156,South Somerset 008B,Suspect charged
bbdcbbc7cfa5aaf099b84f47d8bc2d64362c965bf2c57e58b8851916e9623286,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.618053,50.945508,On or near GREAT WESTERN TERRACE,E01029239,South Somerset 015C,Suspect charged
51505b810ebb8ea203838adc956d962f91dd1b69fec505d15c7a6cf81c9bd0cd,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.389271,51.202754,On or near HOLWELL HILL,E01029058,Mendip 010E,Unable to prosecute suspect
ce624a21709606e615b847ec6fe1918a3e97abfee0300c10b3edfa216ba4ee0e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.068123,51.019000,On or near ALLINGTON CLOSE,E01029291,Taunton Deane 006B,Suspect charged
ce624a21709606e615b847ec6fe1918a3e97abfee0300c10b3edfa216ba4ee0e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.068123,51.019000,On or near ALLINGTON CLOSE,E01029291,Taunton Deane 006B,Suspect charged
417ad4acf3cef35372a2661b2669c830004e0f6e9135b014df0d28d23806677f,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
36f4d846217d18dd5f8ad308374b16a3b8a0a509211f81193f2ddd395137d8d3,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
129889570011e4dcb6cb2ff08b9dbcbca73b01fa6cc94f1079c4df9e2680ad3e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.118677,51.012412,On or near Parking Area,E01029302,Taunton Deane 011D,Unable to prosecute suspect
a3a6c91714c6086962ba9141eb97c093a1e8158c29f27599557e04bfe028b4a5,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.557474,51.480135,On or near Sports/Recreation Area,E01014575,Bristol 019C,Offender given a caution
ab83f52e285a1a9f8ac88ea8866ffe64a825a296d3995580979c15795298ae70,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.413828,51.048868,On or near A303,E01029228,South Somerset 005C,Local resolution
ab83f52e285a1a9f8ac88ea8866ffe64a825a296d3995580979c15795298ae70,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.413828,51.048868,On or near A303,E01029228,South Somerset 005C,Local resolution
a4cadc8a01f856a3f50a0ef7238266b10d6ac42cef4ae6b1eb63c30bda4bb673,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.628614,50.949696,On or near MELROSE ROAD,E01029233,South Somerset 014B,Formal action is not in the public interest
f0d3d4e6d430bb4a92c28307143483e938b02d10a12372053a8606c395910610,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.081152,51.021380,On or near MOORLAND ROAD,E01029293,Taunton Deane 009E,Unable to prosecute suspect
8150e6f040287b9aa74c4f10d50e5e1aeada2c85814b8251fc886258fb004ebf,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
c02ef7feaa7c12271683a9b69ba299a68e15e8e6766ef76c6b2a91bb81077a68,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
c02ef7feaa7c12271683a9b69ba299a68e15e8e6766ef76c6b2a91bb81077a68,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Offender given a caution
5b4e8917235745738418ef8aa541f88134de494f0f57263df58813129eed7668,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
e5556335f583924c4e3c4be829834e82a7f95b1bb02040fd0db4a6b1eec1b566,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.606341,51.504566,On or near EMBLETON ROAD,E01014694,Bristol 002G,Unable to prosecute suspect
5c4ea46654d3b593849f2724da02eb1c2bcc2d4b201d0a2e36805303f42271fc,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
5b104cf78be78e31ad62538ddf49e1d816f430443dd85a1ce87a94a6b46dadfe,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.624654,51.412908,On or near WYATT AVENUE,E01014522,Bristol 050D,Unable to prosecute suspect
56168d82c40895e27f6a41fb9cac74ce46fdd2f5ad079a32485a2fc03c324433,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
66f9d74006c90614197f59484ff57896b4d480846278ec872eeb7dbef5112e2d,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590024,51.463818,On or near Nightclub,E01033367,Bristol 025F,Unable to prosecute suspect
b260d967ebe9d439bd35d2238f0def93e435b13078ccfa76426c46806bd27747,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.590024,51.463818,On or near Nightclub,E01033367,Bristol 025F,Unable to prosecute suspect
57459123a957b1a1e38fc73fc4bebcac08157cfab9771745f1d9e6a33d61f2b3,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.762847,51.486082,On or near HARBOUR ROAD,E01032676,North Somerset 001F,Unable to prosecute suspect
d7d2584dce191e797f051d895f968a53f80db9f2ce443480ec510896b5880f5c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.950864,51.350855,On or near CAPELL CLOSE,E01014813,North Somerset 017B,Unable to prosecute suspect
4a41e79348f7df7fe3963822a22e3a401d8d830342d216e89a46f11af476868e,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.717874,51.147264,On or near MARKET PLACE,E01029046,Mendip 011A,Unable to prosecute suspect
36a453f6106e429e8bb8ad776a621bf473e8d3f0a2a3d47a1b1a15cb0fa79437,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
36a453f6106e429e8bb8ad776a621bf473e8d3f0a2a3d47a1b1a15cb0fa79437,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
735188618fd541b5d6f72b4b8e1d9bf827d26870b401b564045942ebe1934fdc,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.591333,51.490454,On or near BILBIE CLOSE,E01014636,Bristol 004D,Suspect charged
4f501b63939449abc08df99752516029636693ce23876ed2017a26cfdb908e1b,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.591333,51.490454,On or near BILBIE CLOSE,E01014636,Bristol 004D,Suspect charged
a5a6a104ddd95f19ba4b6df810aa2e457267c3bf7ce850b75f322e4304ad4746,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.000152,51.115947,On or near ATHLONE ROAD,E01029100,Sedgemoor 013D,Offender given a caution
a5a6a104ddd95f19ba4b6df810aa2e457267c3bf7ce850b75f322e4304ad4746,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.000152,51.115947,On or near ATHLONE ROAD,E01029100,Sedgemoor 013D,Offender given a caution
51a6356ed70c24a1f50e5e0f5c273c1bf95b2f84521537e868ecea2fb46bf6ed,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.982767,51.353325,On or near VICTORIA PARK,E01014842,North Somerset 018B,Unable to prosecute suspect
b425bb4fcdaf0e6fe21a5e61cd6774314415b9f4f9be1d6a019d61f4e5457e54,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.618507,51.265294,On or near TORHOLE BOTTOM,E01029056,Mendip 006B,Unable to prosecute suspect
d66f1c25a971b5a12d83321f9cc42bdcc3feb33bfa967d14e294ec0ae089d75c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
b7f91b2a0e29391164bb390b13654bf78e9912087965f43535aef52b8809169f,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.101964,51.033209,On or near RYDON LANE,E01029306,Taunton Deane 002D,Unable to prosecute suspect
56b0929e2240e446e4eb44c30906585e7f06dbed2609574a8fac64a1fcc314eb,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.598033,51.442215,On or near HERBERT STREET,E01033361,Bristol 039F,Suspect charged
56b0929e2240e446e4eb44c30906585e7f06dbed2609574a8fac64a1fcc314eb,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.598033,51.442215,On or near HERBERT STREET,E01033361,Bristol 039F,Suspect charged
5559020dd8633acf302d80f09b8e31501c0c091ed8fdd2f6fa746eb7ddcce268,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.971949,51.223417,On or near SPRINGFIELD ROAD,E01029134,Sedgemoor 005E,Local resolution
5559020dd8633acf302d80f09b8e31501c0c091ed8fdd2f6fa746eb7ddcce268,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.971949,51.223417,On or near SPRINGFIELD ROAD,E01029134,Sedgemoor 005E,Local resolution
b8985d60a63c0f02564c0045360463f7cdf2a11e32d9624e9300bd0af3eca348,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.521174,51.535897,On or near SWAN LANE,E01014911,South Gloucestershire 013A,Offender given a drugs possession warning
b8985d60a63c0f02564c0045360463f7cdf2a11e32d9624e9300bd0af3eca348,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.521174,51.535897,On or near SWAN LANE,E01014911,South Gloucestershire 013A,Offender given a drugs possession warning
8f10850f610909f525ecdeba324e90ae81ac74f4928bc10217bd62ccd2e68e62,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.572136,51.419371,On or near TYNING CLOSE,E01014608,Bristol 047B,Unable to prosecute suspect
0a578ef2eeb62dbdc550b34f57fc0f26c1ce4b15e91115a2ee3addfd8a245568,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.014445,51.109736,On or near SORREL DRIVE,E01032629,Sedgemoor 014F,Unable to prosecute suspect
9f7453c59f1e43dd150281b07659bdd08fb83e14da2ee5f8f0e09cd71b58fd21,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.976980,51.347952,On or near ORCHARD PLACE,E01014801,North Somerset 020C,Unable to prosecute suspect
ef3bd870f9f9423a87298a3f669017dea374abbfdc24c379a3192e7fe71eeb42,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.927816,51.349394,On or near ABBEY GARDENS,E01032670,North Somerset 027C,Suspect charged
f7870d31e05a43a451fe46224d93ae46f25aa70b15fe1189ce0c614e8fd0e636,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.492580,51.444693,On or near DUDLEY COURT,E01014935,South Gloucestershire 032F,Unable to prosecute suspect
e3fcfed4ed9104b83662615e0874acbca95568bbb918276e0584535e6adb4076,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.607724,50.951389,On or near PEMBROKE CLOSE,E01029238,South Somerset 011A,Suspect charged
e3fcfed4ed9104b83662615e0874acbca95568bbb918276e0584535e6adb4076,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.607724,50.951389,On or near PEMBROKE CLOSE,E01029238,South Somerset 011A,Suspect charged
38fc8efda8242e61a897b3db382986cfd48f5c1dc5e9602ceedc334534dfc662,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.547072,51.412306,On or near Supermarket,E01014706,Bristol 049E,Unable to prosecute suspect
2ad96f5c8ad832f106835c3e077e1848a52d1337ee6e3ca47d6bb9dce399c53a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
2ad96f5c8ad832f106835c3e077e1848a52d1337ee6e3ca47d6bb9dce399c53a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Suspect charged
83e334f0f39f6a0f4cc83d61862cd94ba3715088ab9226c20749031c2d67aa17,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,,,No location,,,Unable to prosecute suspect
63e3135c27e06864e0fcdce1b3622baa37407c11f76d8d67dca823f33f9d9dff,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.948700,51.353831,On or near MILTON RISE,E01014815,North Somerset 017C,Offender given a drugs possession warning
63e3135c27e06864e0fcdce1b3622baa37407c11f76d8d67dca823f33f9d9dff,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.948700,51.353831,On or near MILTON RISE,E01014815,North Somerset 017C,Offender given a drugs possession warning
a7f23f990b2d5923af865598781c1596e0700754c732027626f7a427bd4e8f16,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.085574,51.035512,On or near STONEY FURLONG,E01029319,Taunton Deane 002E,Unable to prosecute suspect
da0414c4b6004e1d0cdbcc88278a88db303d1e34f2f9da1894de18ae4f81c7c8,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.596085,51.407526,On or near DYERS CLOSE,E01032514,Bristol 053E,Suspect charged
395645350e6762a29514d7b6fda207eb03ad83645fb35aa1445ab0e34ec5237a,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.791873,51.339989,On or near LADYMEAD LANE,E01014749,North Somerset 024F,Unable to prosecute suspect
aeb56e7fd8f085aa4bad0eedcb7ea5681ae4ce4ff73df98affed18291c9c884c,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-3.103768,51.017275,On or near THE BRIDGE,E01029284,Taunton Deane 010B,Unable to prosecute suspect
6a5b4b95ec5ec890b08192fdfca7fff348e535c310eba26d13ce1ebc89a760aa,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.525828,51.481864,On or near VASSALL COURT,E01014590,Bristol 013C,Unable to prosecute suspect
9ea33ae4472279222659f7eec514e8071a520c7bcd226487d6e7f760e2fc0487,2017-06,Avon and Somerset Constabulary,Avon and Somerset Constabulary,-2.960532,51.331812,On or near THIRLMERE ROAD,E01014832,North Somerset 021D,Unable to prosecute suspect
